OPEID,DisbursementYear,Average net price (income 0-30 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income 30 001-48 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income 48 001-75 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income 75 001-110 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV),Average net price (income over 110 000)-students awarded Title IV federal financial aid  2012-13 (SFA1213_RV)
531800,2010,3728,4527,5133,5604,NULL
2220400,2010,22770,24180,25110,NULL,NULL
923200,2010,NULL,NULL,NULL,NULL,NULL
143700,2010,30988,35315,36057,34708,35360
2110900,2010,NULL,NULL,NULL,NULL,NULL
NULL,2010,19496,19864,19784,20912,20912
286100,2010,3201,4984,8519,10124,10525
2145800,2010,10877,11122,15008,15484,NULL
268500,2010,12062,15855,21411,22598,27927
3250300,2010,35220,41490,NULL,NULL,NULL
2581200,2010,29526,30282,NULL,NULL,NULL
4089400,2010,15864,15384,15474,17922,17334
3985300,2010,20770,21240,22445,NULL,NULL
4127500,2010,23580,NULL,NULL,NULL,NULL
830800,2010,5299,5743,5824,5193,5959
324300,2010,16058,15969,19546,24542,28854
356100,2010,5734,6698,8052,11052,11052
302500,2010,14778,15869,17423,22047,23567
NULL,2010,NULL,NULL,NULL,NULL,NULL
4145900,2010,15600,11148,12804,NULL,NULL
1288000,2010,20388,NULL,NULL,NULL,NULL
259900,2010,24349,25365,29155,31207,31643
200300,2010,10533,8813,12538,16152,17168
2604700,2010,42645,44370,47190,NULL,NULL
2166000,2010,NULL,NULL,NULL,NULL,NULL
1278300,2010,11308,NULL,NULL,NULL,NULL
4129400,2010,17532,18288,19122,19122,NULL
3773300,2010,28245,27660,32295,32745,32745
NULL,2010,NULL,NULL,NULL,NULL,NULL
NULL,2010,31360,33780,34600,32900,34840
2175800,2010,NULL,NULL,13182,NULL,NULL
100700,2010,710,1627,3138,NULL,NULL
728300,2010,5253,3864,5249,7278,7090
109300,2010,9004,9912,11305,NULL,NULL
190700,2010,NULL,NULL,NULL,NULL,NULL
3097700,2010,14851,16008,17214,NULL,NULL
3324300,2010,13408,14368,15528,15528,15528
544900,2010,6460,6826,8164,7707,NULL
399500,2010,4942,6461,8129,8920,9278
190800,2010,14634,14032,16129,18321,18284
2266400,2010,8306,9308,11150,13098,12754
2602300,2010,20880,21710,23220,21830,22380
185000,2010,11596,12925,15246,18939,22929
3070200,2010,6564,8424,NULL,NULL,NULL
2099500,2010,3850,4389,7135,8570,8482
137800,2010,9967,11155,13674,16921,18024
NULL,2010,NULL,NULL,NULL,NULL,NULL
233900,2010,8516,9155,11375,13545,13627
548803,2010,5421,6668,8360,NULL,NULL
527600,2010,6256,7318,10080,11833,11862
002453A1  ,2010,NULL,NULL,NULL,NULL,NULL
245300,2010,13798,14592,15100,15706,NULL
224300,2010,11114,11800,14525,17640,18726
474200,2010,9206,10598,12788,13668,14096
1104600,2010,11408,12261,14680,15625,15375
318800,2010,5535,8026,11026,12328,12564
489000,2010,15872,15138,18153,19154,21657
533500,2010,20904,22212,23472,NULL,NULL
291500,2010,7255,8273,9299,9463,NULL
2128700,2010,4914,6786,NULL,NULL,NULL
1224800,2010,13632,14040,14484,14904,14868
2238500,2010,20960,22470,22800,22800,NULL
302600,2010,6885,7864,9746,13209,12393
2151500,2010,14688,16080,17160,17184,NULL
996400,2010,15996,16668,14376,NULL,NULL
2239100,2010,6924,7896,NULL,NULL,NULL
2239101,2010,7836,6984,NULL,NULL,NULL
400300,2010,6604,9415,8450,8266,NULL
498800,2010,3701,3972,5483,5508,NULL
377100,2010,8411,11105,15648,17146,18035
728900,2010,2080,3467,5551,7302,7077
477600,2010,14870,15132,15875,17370,NULL
377200,2010,4375,5935,6528,NULL,NULL
196100,2010,13731,14934,17604,20464,24839
2189103,2010,3656,3434,4593,NULL,NULL
2189101,2010,3805,6404,8010,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
2189100,2010,4324,4629,6519,NULL,NULL
2334403,2010,17725,17725,17720,NULL,NULL
3304301,2010,21577,21577,21577,NULL,NULL
2334402,2010,19004,19004,19004,NULL,NULL
2334401,2010,22067,22067,22067,NULL,NULL
3304300,2010,20036,20036,19171,NULL,NULL
3126400,2010,18539,22420,23520,NULL,NULL
2334400,2010,21040,21040,21040,21040,NULL
3939400,2010,20932,20932,NULL,NULL,NULL
3336300,2010,4475,NULL,NULL,NULL,NULL
1054600,2010,12597,13127,15210,16867,17115
116100,2010,2477,7751,7751,7751,NULL
1011100,2010,6179,NULL,NULL,NULL,NULL
3695300,2010,40155,NULL,NULL,NULL,NULL
2332840,2010,13610,12640,NULL,NULL,NULL
2332839,2010,12330,NULL,NULL,NULL,NULL
2332806,2010,15183,15120,16401,NULL,NULL
2332836,2010,12186,12018,NULL,NULL,NULL
2332810,2010,13006,13559,NULL,NULL,NULL
2332838,2010,15100,14990,15655,NULL,NULL
2332807,2010,14714,14266,NULL,NULL,NULL
2332845,2010,14028,13916,15141,15484,NULL
2332813,2010,14623,15372,16086,NULL,NULL
2332814,2010,15855,15995,16163,NULL,NULL
2332809,2010,14980,14875,16674,NULL,NULL
2332803,2010,15365,16219,17542,NULL,NULL
2332800,2010,13769,14119,14903,16583,16583
NULL,2010,NULL,NULL,NULL,NULL,NULL
2332819,2010,14637,14623,15631,NULL,NULL
116200,2010,5772,11105,NULL,NULL,NULL
253900,2010,6197,7418,10480,11290,11661
116300,2010,8345,NULL,NULL,NULL,NULL
006385A1  ,2010,NULL,NULL,NULL,NULL,NULL
638503,2010,NULL,NULL,NULL,NULL,NULL
638504,2010,26363,NULL,30055,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
638502,2010,21386,23404,26149,26149,26149
NULL,2010,NULL,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
638504,2010,21191,23792,25803,26878,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
008263A1  ,2010,17892,17892,17892,17892,17892
160500,2010,15455,17534,21356,23117,22962
NULL,2010,NULL,NULL,NULL,NULL,NULL
4117900,2010,22344,26640,NULL,NULL,NULL
4126400,2010,17836,NULL,NULL,NULL,NULL
368400,2010,21146,24882,29015,31737,33998
3072200,2010,6322,7614,9881,11170,11228
116400,2010,38651,38842,44828,45969,46340
950900,2010,1650,4845,7260,NULL,NULL
1293000,2010,19956,22464,NULL,NULL,NULL
NULL,2010,6920,7660,NULL,NULL,NULL
2280500,2010,15624,16368,16932,18972,18972
1036500,2010,13843,NULL,NULL,NULL,NULL
3096200,2010,15780,NULL,NULL,NULL,NULL
2356600,2010,14340,16164,15924,NULL,NULL
2178200,2010,12072,13068,14844,15792,NULL
4096300,2010,NULL,NULL,NULL,NULL,NULL
341900,2010,16633,21473,14283,16228,17119
3735400,2010,3584,4372,NULL,NULL,NULL
3827300,2010,17821,20535,23335,23335,NULL
4143500,2010,NULL,NULL,NULL,NULL,NULL
2297000,2010,1033,160,622,NULL,NULL
2576900,2010,17812,NULL,NULL,NULL,NULL
3278300,2010,17460,NULL,NULL,NULL,NULL
3234300,2010,NULL,NULL,NULL,NULL,NULL
2338600,2010,15041,NULL,NULL,NULL,NULL
1088000,2010,6642,NULL,13219,NULL,NULL
324400,2010,17751,15085,20687,25463,22594
562000,2010,5718,6644,8519,8826,NULL
1218200,2010,-339,1003,3286,NULL,NULL
2204200,2010,12938,14822,17007,NULL,NULL
399800,2010,6509,7560,10235,11082,9608
2211900,2010,17408,21012,22321,24055,NULL
2211901,2010,22455,25050,27420,NULL,NULL
2211902,2010,24465,24585,26910,29250,NULL
321800,2010,8274,8774,11105,12296,10990
2176000,2010,7965,270,12255,NULL,NULL
465000,2010,9265,10392,11522,NULL,NULL
3409500,2010,18378,18864,18882,23004,NULL
752900,2010,41568,43128,42600,43788,43788
324500,2010,14857,15850,20382,23424,23977
331700,2010,11972,13449,16138,18964,18556
849200,2010,NULL,NULL,NULL,NULL,NULL
4118400,2010,8613,10773,NULL,NULL,NULL
169400,2010,12151,12384,14828,15169,NULL
166100,2010,NULL,NULL,NULL,NULL,NULL
2545200,2010,792,NULL,NULL,NULL,NULL
2165900,2010,11760,NULL,NULL,NULL,NULL
147200,2010,2276,2685,4899,6601,8940
530400,2010,6951,7805,10493,11797,11828
3051100,2010,2988,4824,NULL,NULL,NULL
747300,2010,12379,13959,13203,13503,13938
3230300,2010,8472,NULL,NULL,NULL,NULL
291600,2010,15158,15153,11599,13747,10416
2074900,2010,14424,17448,NULL,NULL,NULL
282200,2010,NULL,NULL,NULL,NULL,NULL
348200,2010,6726,7766,11808,13397,14619
3199300,2010,NULL,14140,20290,20290,NULL
178900,2010,NULL,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
370600,2010,12304,13793,16577,18704,20739
116500,2010,NULL,NULL,NULL,NULL,NULL
302900,2010,12927,13404,17135,18134,19087
1090600,2010,26733,25385,NULL,NULL,30960
1034500,2010,11840,12550,13921,14875,15039
NULL,2010,NULL,NULL,NULL,NULL,NULL
2125500,2010,NULL,30425,34375,34375,34375
355300,2010,3157,3653,4908,NULL,NULL
342300,2010,6968,10803,12144,15623,17114
653400,2010,12480,20448,NULL,NULL,NULL
116600,2010,2491,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
450200,2010,3259,NULL,NULL,NULL,NULL
3079900,2010,21612,22857,23413,NULL,NULL
2515400,2010,19701,21350,24315,25264,NULL
2515401,2010,19902,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
2515402,2010,19085,20646,23891,NULL,23891
164700,2010,NULL,NULL,NULL,NULL,NULL
165200,2010,3168,4455,6015,7652,8301
164800,2010,5255,5877,7969,NULL,NULL
165400,2010,7186,7291,7291,7992,11778
165000,2010,6064,7595,8965,10992,NULL
976700,2010,6300,7250,8771,NULL,NULL
164900,2010,4405,5864,6506,9121,9121
165500,2010,3960,4895,6008,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
1302200,2010,28783,24558,28158,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
487800,2010,2692,3933,4210,4854,6498
342400,2010,11241,8288,13812,14740,17158
116900,2010,NULL,NULL,NULL,NULL,NULL
117000,2010,7195,10679,10569,17565,30656
128800,2010,NULL,NULL,NULL,NULL,NULL
2581100,2010,8244,NULL,NULL,NULL,NULL
355400,2010,3474,3933,6206,NULL,NULL
2550000,2010,13824,NULL,NULL,NULL,NULL
331800,2010,8120,9323,13215,15944,16443
155900,2010,21075,23444,26064,26319,28329
377300,2010,4756,6188,7711,8998,NULL
485200,2010,5443,6381,7536,NULL,NULL
213900,2010,18140,17307,19331,24706,32630
185200,2010,17596,16244,18756,21493,19776
895900,2010,16492,17836,22176,NULL,NULL
986200,2010,15309,8861,NULL,21593,20426
269900,2010,11184,13917,19295,24373,27432
3367401,2010,18012,18396,19920,NULL,NULL
318900,2010,5251,7434,8345,8753,9760
897600,2010,8322,9827,12422,14676,14097
2535600,2010,5774,9049,NULL,NULL,NULL
2169600,2010,12696,7704,1032,14028,NULL
224600,2010,15715,15352,16944,16982,NULL
342500,2010,13266,15231,16543,17220,17516
510200,2010,NULL,NULL,NULL,NULL,NULL
808200,2010,-522,300,721,NULL,NULL
398200,2010,24200,25154,27232,28157,30560
2110700,2010,10600,10968,11512,NULL,NULL
2110701,2010,11016,11168,11528,NULL,NULL
2110702,2010,12240,12800,13312,NULL,NULL
303100,2010,15620,21763,24387,27165,27898
399900,2010,5972,NULL,NULL,NULL,NULL
303200,2010,10384,10938,15130,16403,16981
2090700,2010,NULL,NULL,NULL,NULL,NULL
492300,2010,1994,8383,8383,8383,NULL
678700,2010,2915,4724,7748,8985,7634
843700,2010,15096,15264,18816,18816,18816
2497500,2010,NULL,NULL,NULL,NULL,NULL
190900,2010,4469,6106,8381,8468,7054
575200,2010,8838,10698,12365,NULL,NULL
2309500,2010,27531,NULL,NULL,NULL,NULL
474300,2010,5331,7245,8703,NULL,NULL
2338000,2010,10236,NULL,NULL,NULL,NULL
1109700,2010,10332,NULL,NULL,NULL,NULL
2352500,2010,11520,NULL,NULL,NULL,NULL
4115300,2010,22384,22800,25840,28272,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
240100,2010,710,2563,3402,3457,NULL
4126500,2010,7674,7320,8478,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
020635A1  ,2010,NULL,NULL,NULL,NULL,NULL
354600,2010,2633,3661,6051,8658,9229
531600,2010,6700,6927,7557,NULL,NULL
345100,2010,10758,11545,15169,16647,17290
NULL,2010,NULL,NULL,NULL,NULL,NULL
4092300,2010,14256,14784,NULL,NULL,NULL
2063500,2010,9517,NULL,NULL,NULL,NULL
3577300,2010,25848,26460,28104,28848,28812
3090600,2010,12624,16116,16320,NULL,NULL
107200,2010,2917,3779,4607,NULL,NULL
644300,2010,NULL,NULL,NULL,NULL,NULL
3100400,2010,8277,9560,12149,13378,13026
185400,2010,17425,12950,17992,19798,21940
191000,2010,1482,1754,3348,3662,5828
117700,2010,15254,16176,22534,27459,25430
342700,2010,11755,12406,12906,20240,NULL
203900,2010,5685,8827,13685,20508,34969
191100,2010,2440,4616,5067,4048,5798
257200,2010,19714,21378,24278,27463,30496
NULL,2010,NULL,NULL,NULL,NULL,NULL
3157600,2010,3534,4658,8325,NULL,NULL
3452300,2010,4890,4860,6510,NULL,NULL
2552300,2010,3438,NULL,NULL,NULL,NULL
3800300,2010,8099,NULL,NULL,NULL,NULL
3061900,2010,11280,11280,NULL,NULL,NULL
1056700,2010,977,2382,3805,NULL,NULL
729600,2010,42829,NULL,NULL,NULL,NULL
270000,2010,NULL,NULL,NULL,NULL,NULL
270100,2010,9998,10407,11711,19390,27892
2220000,2010,24024,25060,25480,28714,NULL
677100,2010,25862,24572,27066,31163,31512
672000,2010,4707,NULL,NULL,NULL,NULL
3422400,2010,NULL,25986,NULL,NULL,NULL
3071603,2010,14385,14398,NULL,NULL,NULL
3071601,2010,17559,17885,NULL,NULL,NULL
3071602,2010,14777,15245,NULL,NULL,NULL
3071600,2010,15618,16468,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
147100,2010,6283,7946,9723,9583,8933
342800,2010,8771,11348,15124,16399,16004
155800,2010,4790,5351,8318,8168,9885
2106100,2010,21000,25695,26235,NULL,NULL
2615800,2010,11725,10972,14518,14518,14518
665600,2010,5215,6288,8740,10494,10745
794100,2010,13328,15484,14210,NULL,NULL
2337900,2010,19200,20880,25464,25416,25896
2079700,2010,31402,33488,NULL,NULL,NULL
2079701,2010,27986,28140,NULL,NULL,NULL
3128100,2010,26904,27192,30048,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
769400,2010,3948,4940,6667,7979,8046
117800,2010,12300,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
3125100,2010,6770,6185,7437,7927,NULL
1034300,2010,4372,NULL,NULL,NULL,NULL
270300,2010,14711,15834,18591,20558,21542
214000,2010,13338,14418,19327,22523,24879
234100,2010,10820,14150,17002,23297,26878
260000,2010,26807,27061,29845,30964,31472
254000,2010,18950,15047,19890,21837,24173
118100,2010,5141,NULL,NULL,NULL,NULL
161900,2010,4683,4888,7025,8987,9363
206400,2010,6752,7663,9620,11085,11525
1036200,2010,5976,7233,9129,10443,10702
368500,2010,14153,14526,19881,23968,25445
269800,2010,3750,5692,9619,11630,12298
291700,2010,3855,4260,5082,NULL,NULL
1138500,2010,13221,11582,16678,19174,30403
890300,2010,6199,10800,NULL,NULL,NULL
118200,2010,7686,NULL,NULL,NULL,NULL
214100,2010,7867,13585,17858,25386,39275
709600,2010,7070,8666,9565,NULL,NULL
3022400,2010,2783,3179,2288,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
997600,2010,5393,6040,8076,7208,8958
250000,2010,9587,10378,11777,11731,NULL
118500,2010,4676,5865,8473,11097,11097
118600,2010,3214,NULL,NULL,NULL,NULL
118700,2010,6104,NULL,NULL,NULL,NULL
-2,2010,7235,7850,10894,11752,11999
370500,2010,3337,8329,12739,20231,20833
2205000,2010,12468,13440,16836,NULL,NULL
2594303,2010,45000,48340,51960,55040,NULL
2594302,2010,19340,19637,NULL,NULL,NULL
2594300,2010,15253,17248,17584,NULL,NULL
3120300,2010,31260,34560,38500,NULL,NULL
2594301,2010,17096,19285,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
2361400,2010,2649,4133,6602,8177,8313
1172500,2010,1032,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
940100,2010,22284,21554,21693,23886,25281
134700,2010,14123,14166,15992,21183,35784
3289300,2010,18104,NULL,NULL,NULL,NULL
3068201,2010,17001,18666,18666,NULL,NULL
135800,2010,12126,13138,14491,14572,NULL
450600,2010,5457,7225,9151,11461,11609
135900,2010,7645,7872,10816,8335,8138
3584400,2010,19096,21758,23067,23475,23308
134800,2010,13736,14190,16869,19785,21159
1157200,2010,29106,NULL,NULL,NULL,NULL
3686300,2010,NULL,NULL,NULL,NULL,NULL
135000,2010,4669,8705,14436,17076,17666
NULL,2010,NULL,NULL,NULL,NULL,NULL
136500,2010,8192,9726,12694,14550,14705
001350A1  ,2010,NULL,NULL,NULL,NULL,NULL
1014800,2010,12936,13320,16023,17702,17100
1014802,2010,15248,15937,NULL,NULL,NULL
1014805,2010,21555,22417,24190,24997,25179
1014804,2010,13885,14126,19055,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
2289200,2010,16716,17280,15720,NULL,NULL
377400,2010,4632,5244,7670,10877,10877
890200,2010,5199,5544,7315,NULL,NULL
890201,2010,7183,6730,7135,NULL,NULL
245600,2010,14870,16058,20388,21831,19840
770700,2010,5949,NULL,NULL,NULL,NULL
343000,2010,16221,12818,11214,4177,6721
4127300,2010,9810,11520,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
166500,2010,25970,27290,31193,34042,35267
2110200,2010,21363,23767,27653,29077,29077
321312,2010,7138,8418,10837,12387,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
342900,2010,11160,12268,12121,14291,13576
4121500,2010,2688,3150,7308,9954,11676
348300,2010,5558,5766,8152,6802,NULL
156000,2010,NULL,NULL,NULL,NULL,NULL
270700,2010,6481,4602,7994,20105,34680
678900,2010,1919,3654,4225,7742,8089
2272700,2010,4169,-6838,3640,NULL,NULL
303900,2010,24219,23933,28747,29995,30577
686700,2010,4217,6553,8977,9460,9476
156100,2010,7217,7457,11438,12345,12688
562400,2010,6542,7598,8802,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
355600,2010,26396,26766,28512,28512,28512
2536600,2010,23739,25842,27284,NULL,NULL
3367400,2010,14328,15651,16632,NULL,NULL
3874400,2010,13524,15567,14910,18756,NULL
323100,2010,4474,5465,7752,9428,9552
2276900,2010,12474,14205,15925,17551,NULL
680700,2010,3465,5461,7785,9152,9423
954200,2010,9117,9851,12574,14446,14574
324900,2010,5590,6862,9341,10551,10556
340800,2010,1970,3678,6367,7413,7516
1116700,2010,4970,6062,8272,9849,9881
3015100,2010,12719,13432,NULL,NULL,NULL
4040300,2010,38964,NULL,43843,43843,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
3108600,2010,10320,10428,NULL,NULL,NULL
3416300,2010,17550,20016,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
3759300,2010,6408,NULL,NULL,NULL,NULL
246700,2010,21023,13548,25323,27248,NULL
381000,2010,7596,7612,10204,12170,11363
887100,2010,18464,18552,19344,22600,22560
NULL,2010,NULL,NULL,NULL,NULL,NULL
807100,2010,40656,41664,43872,45648,45828
3542300,2010,34658,36153,38103,39260,40976
2361600,2010,19336,20120,21568,22896,23304
2157100,2010,20688,21008,22456,23408,24736
760700,2010,18384,18664,20776,22904,22512
888700,2010,26350,27410,29020,30700,31730
NULL,2010,NULL,NULL,NULL,NULL,NULL
853700,2010,20248,21056,23048,24048,23808
793000,2010,20280,19304,21576,23232,22440
NULL,2010,NULL,NULL,NULL,NULL,NULL
2089600,2010,23608,24136,25568,25712,27640
2275100,2010,20832,21928,22696,23880,24280
NULL,2010,NULL,NULL,NULL,NULL,NULL
2172700,2010,20824,21160,22448,24352,23896
1055400,2010,9144,9176,11308,NULL,NULL
234600,2010,10660,13816,17524,21808,24486
270900,2010,16540,14424,17405,20854,22766
245700,2010,NULL,NULL,NULL,NULL,NULL
2087600,2010,NULL,NULL,NULL,NULL,NULL
224700,2010,15698,16340,16751,17924,20803
166600,2010,16011,15036,16748,18885,21206
2070500,2010,19398,17526,20483,23684,27797
254100,2010,13883,13917,16086,17965,19382
319100,2010,15774,14521,17275,20700,19830
234700,2010,15527,16452,16299,20553,23425
355700,2010,15647,17467,17882,21376,21473
384200,2010,15228,15225,17740,20340,21965
2058600,2010,7884,11964,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
023166A1  ,2010,NULL,NULL,NULL,NULL,NULL
2316600,2010,15728,NULL,NULL,NULL,NULL
2316601,2010,17860,20463,20463,20463,NULL
137900,2010,5353,10964,17870,26226,42825
2148700,2010,17052,17664,20808,21252,NULL
315300,2010,9374,10330,14476,14839,14853
3034400,2010,30150,30560,32150,32510,32490
3029900,2010,29160,33084,31194,39294,NULL
2289600,2010,28962,27216,21636,39564,NULL
1318900,2010,16776,18804,19932,20148,20148
2617000,2010,21936,NULL,22496,NULL,25376
818903,2010,20080,19856,19216,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
2617001,2010,19888,NULL,17688,22592,22888
752200,2010,21456,21912,23160,22968,23768
818900,2010,20712,21896,22208,NULL,NULL
119000,2010,8012,NULL,NULL,NULL,NULL
001191A1  ,2010,NULL,NULL,NULL,NULL,NULL
343100,2010,13639,15115,17180,18599,19682
2274300,2010,NULL,NULL,NULL,NULL,NULL
2248600,2010,NULL,NULL,NULL,NULL,NULL
271000,2010,10168,5713,11998,13780,16145
240200,2010,1722,2295,3322,NULL,NULL
3542400,2010,7048,NULL,NULL,NULL,NULL
206800,2010,4252,8621,13073,15511,15608
133900,2010,13431,14579,17769,19323,22453
4131300,2010,6528,10032,NULL,NULL,NULL
185600,2010,13288,13570,15847,18656,21470
271100,2010,9610,9614,12514,21406,37644
226600,2010,13462,13673,14227,15895,18126
286300,2010,2567,3926,7294,8822,9017
1231500,2010,33193,33411,35528,34642,35305
2491700,2010,19719,18837,21483,NULL,NULL
3455700,2010,NULL,NULL,NULL,NULL,NULL
2279600,2010,18435,20407,20818,21868,22118
NULL,2010,NULL,NULL,NULL,NULL,NULL
NULL,2010,19907,NULL,NULL,NULL,NULL
3766300,2010,20484,20664,21180,NULL,NULL
2623800,2010,16353,18486,18486,NULL,18486
NULL,2010,NULL,NULL,NULL,NULL,NULL
3099000,2010,26268,26724,27552,28404,28404
2582700,2010,21807,23112,24570,25560,25560
NULL,2010,NULL,NULL,NULL,NULL,NULL
2150600,2010,21000,21060,20568,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
1248300,2010,30288,32460,33912,34656,34656
3275300,2010,11256,NULL,16164,NULL,NULL
2159800,2010,14004,NULL,NULL,NULL,NULL
960000,2010,14268,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
3832400,2010,10344,NULL,NULL,NULL,NULL
2548500,2010,10215,14235,15015,15645,15645
NULL,2010,NULL,NULL,NULL,NULL,NULL
NULL,2010,9060,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
2220900,2010,4406,6320,5977,9180,NULL
753600,2010,6229,11270,NULL,NULL,NULL
245800,2010,10137,9960,13832,16111,17151
772900,2010,6883,7406,8041,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
348400,2010,14989,14330,18434,21678,24015
661200,2010,NULL,NULL,NULL,NULL,NULL
470700,2010,NULL,NULL,NULL,NULL,NULL
190200,2010,4347,5288,6742,3821,NULL
2068200,2010,16837,18591,20531,21905,22866
754900,2010,18312,16800,20904,NULL,NULL
4135000,2010,24650,25330,26040,NULL,NULL
927200,2010,7353,NULL,NULL,NULL,NULL
224800,2010,NULL,NULL,NULL,NULL,NULL
2603100,2010,22920,22992,25212,NULL,NULL
679900,2010,6470,6898,9388,11869,NULL
1005500,2010,25668,26976,30876,NULL,NULL
3319300,2010,25398,26979,28832,30855,30855
3319301,2010,26571,22984,30413,30940,30940
NULL,2010,NULL,NULL,NULL,NULL,NULL
3912300,2010,NULL,NULL,NULL,NULL,NULL
254200,2010,18699,17619,22171,23701,28519
3010400,2010,8946,9226,9772,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
3456700,2010,15426,17886,18769,19026,NULL
236600,2010,15686,19278,19052,21040,22559
245900,2010,3655,4819,6696,8198,7905
109500,2010,11940,10036,9991,12352,8979
704400,2010,2893,3648,NULL,NULL,NULL
238300,2010,15752,17756,20018,21773,22363
2494800,2010,14487,NULL,NULL,NULL,NULL
119200,2010,8460,13212,13212,NULL,NULL
3723300,2010,43506,52380,52470,57384,57384
730400,2010,30530,31434,33947,33780,38276
NULL,2010,NULL,NULL,NULL,NULL,NULL
3876300,2010,34560,35298,37548,NULL,NULL
246000,2010,15123,15118,18392,20210,22033
260100,2010,2742,6058,8355,9122,NULL
348500,2010,13024,12796,17137,NULL,NULL
727300,2010,2123,4362,8594,12148,12134
269100,2010,4869,6850,9376,11136,11698
269200,2010,5801,7466,10046,12221,12288
268700,2010,1981,3812,8475,11746,12034
268800,2010,2976,5338,8988,12042,12691
476500,2010,NULL,NULL,NULL,NULL,NULL
861100,2010,5488,7131,9841,12053,12158
268900,2010,2057,4414,8295,11576,11811
269300,2010,2178,4566,8195,10753,11192
269400,2010,4256,6579,8955,10966,10852
1005100,2010,5570,7144,9695,11555,11891
702200,2010,1490,4065,7824,10680,11271
1009700,2010,5868,7604,11070,13166,13222
269600,2010,3674,5760,9203,11749,12054
269000,2010,1562,3756,8374,11207,11895
269700,2010,3958,6029,8782,10744,10947
3191300,2010,NULL,NULL,NULL,NULL,NULL
2506100,2010,NULL,NULL,NULL,NULL,NULL
475900,2010,3106,5041,8300,11292,12325
214300,2010,21862,23811,26665,28847,32994
325100,2010,7860,8660,16200,17360,20200
NULL,2010,NULL,NULL,NULL,NULL,NULL
304000,2010,5015,6657,8290,6904,3728
2336700,2010,23070,21330,25990,26910,NULL
2111300,2010,4019,NULL,NULL,NULL,NULL
1161400,2010,4992,5976,4992,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
119300,2010,4173,9553,NULL,9553,NULL
NULL,2010,20061,22039,22312,NULL,NULL
NULL,2010,NULL,NULL,NULL,NULL,NULL
1163100,2010,15855,19035,NULL,NULL,NULL
3070500,2010,3752,7840,NULL,NULL,NULL
271200,2010,9229,12681,17135,18284,19830
499600,2010,1564,3123,3287,7478,6811
280800,2010,9254,12048,15167,18868,20238
