OPEID,DisbursementYear,NumReceivingFedLoan,PercentReceivingFedLoan,TotalFedLoanAid,AvgFedLoanAid
3412300,2009,0,0,0,NULL
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
3786300,2009,131,71,1555392,11873
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
1148400,2009,52,39,236456,4547
2293600,2009,4,5,500,125
3127500,2009,447,76,4575328,10236
3532400,2009,46,100,243938,5303
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,8,32,38712,4839
3115500,2009,1129,48,7146897,6330
2553000,2009,122,78,824396,6757
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
3097200,2009,5,9,39366,7873
154200,2009,468,58,3078979,6579
887800,2009,2787,81,16842933,6043
396300,2009,827,84,6207764,7506
NULL,2009,NULL,NULL,NULL,NULL
1005600,2009,336,12,897794,2672
3066700,2009,40,57,241037,6026
758200,2009,1548,32,6869832,4438
2069500,2009,628,86,6430446,10240
819400,2009,66,69,177541,2690
100200,2009,3004,70,24608369,8192
NULL,2009,NULL,NULL,NULL,NULL
103400,2009,0,0,0,NULL
3032500,2009,0,0,0,NULL
100500,2009,4027,85,32819381,8150
546300,2009,0,0,0,NULL
NULL,2009,NULL,NULL,NULL,NULL
360700,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
2541000,2009,313,69,1692828,5408
NULL,2009,0,0,0,NULL
106100,2009,255,45,1918364,7523
2170200,2009,118,89,874900,7414
288500,2009,803,73,6989841,8705
288600,2009,NULL,NULL,NULL,NULL
288700,2009,NULL,NULL,NULL,NULL
154400,2009,3061,82,24076774,7866
560100,2009,891,30,3588357,4027
NULL,2009,NULL,NULL,NULL,NULL
137400,2009,1128,66,10308623,9139
223500,2009,981,53,6702317,6832
322900,2009,1613,72,12732459,7894
239600,2009,2153,82,16440660,7636
380600,2009,512,84,3983388,7780
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
3538300,2009,33,58,225288,6827
554400,2009,912,38,5185983,5686
266800,2009,1437,72,8837908,6150
2282300,2009,0,0,0,NULL
195100,2009,122,20,566690,4645
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
2495500,2009,1065,87,6687814,6280
3072400,2009,218,65,1098057,5037
3493300,2009,1099,71,6299727,5732
111100,2009,100,1,680451,6805
205700,2009,2385,60,7949994,3333
323000,2009,1389,65,10004603,7203
3457300,2009,2,4,10000,5000
3069100,2009,267,86,1932101,7236
190100,2009,881,31,3148322,3574
3358301,2009,632,81,3957621,6262
3358300,2009,931,100,5109534,5488
NULL,2009,NULL,NULL,NULL,NULL
341700,2009,619,86,4684693,7568
NULL,2009,NULL,NULL,NULL,NULL
1111700,2009,97,57,990086,10207
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
223600,2009,982,71,6548746,6669
223700,2009,637,31,2446126,3840
2290400,2009,89,66,270457,3039
323300,2009,1720,85,12639482,7349
383200,2009,2064,87,14590055,7069
353900,2009,446,10,1439512,3228
3414500,2009,95,94,1499621,15785
354000,2009,2052,20,10303576,5021
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
1081300,2009,131,53,703513,5370
3833300,2009,NULL,NULL,NULL,NULL
162800,2009,338,86,2511716,7431
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
2106900,2009,26,36,180250,6933
746500,2009,134,67,587525,4385
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
3491400,2009,75,37,235912,3145
1046000,2009,0,0,0,NULL
112000,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
1307400,2009,0,0,0,NULL
3903400,2009,180,69,435000,2417
3030802,2009,107,81,679145,6347
3030800,2009,51,81,334022,6549
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
2241801,2009,1916,91,20648044,10777
NULL,2009,NULL,NULL,NULL,NULL
2241800,2009,2060,94,20358924,9883
3359300,2009,362,82,148265,410
3971300,2009,1394,93,13620218,9771
NULL,2009,NULL,NULL,NULL,NULL
3153300,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
2309100,2009,23,35,47693,2074
765800,2009,36,86,200681,5574
3144400,2009,0,0,0,NULL
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
3078200,2009,NULL,NULL,NULL,NULL
2099200,2009,1,100,8996,8996
2303800,2009,0,0,0,NULL
2222000,2009,NULL,NULL,NULL,NULL
2289000,2009,38,67,216495,5697
NULL,2009,NULL,NULL,NULL,NULL
2199900,2009,16,21,77336,4834
2514100,2009,0,0,0,NULL
3534400,2009,78,58,534713,6855
4016500,2009,132,91,933583,7073
NULL,2009,NULL,NULL,NULL,NULL
3962300,2009,16,36,70255,4391
NULL,2009,38,20,253765,6678
4060300,2009,44,48,399687,9084
NULL,2009,NULL,NULL,NULL,NULL
2317800,2009,1234,93,6355517,5150
2106601,2009,339,59,1559799,4601
3706300,2009,251,71,2263067,9016
NULL,2009,NULL,NULL,NULL,NULL
2106600,2009,413,69,2458199,5952
2113600,2009,1537,89,15132950,9846
2113610,2009,326,81,3611779,11079
021136A1  ,2009,12755,62,135297389,10607
211400,2009,1276,76,9932309,7784
274100,2009,45,47,419283,9317
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
757200,2009,582,65,4839608,8315
372600,2009,3671,79,28866559,7863
NULL,2009,NULL,NULL,NULL,NULL
-2,2009,397,85,3529326,8890
NULL,2009,NULL,NULL,NULL,NULL
-2,2009,307,72,2556296,8327
1048900,2009,2240,82,19308354,8620
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
-2,2009,390,83,3494189,8959
3819300,2009,3835,9,23770465,6198
123200,2009,1731,5,10991887,6350
1001000,2009,0,0,0,NULL
2601000,2009,49,30,275719,5627
2311200,2009,306,59,1913253,6252
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
143400,2009,2774,44,19187442,6917
3225300,2009,81,100,922000,11383
1194101,2009,121,8,382100,3158
1194100,2009,116,7,305957,2638
2270802,2009,233,64,1644735,7059
2270800,2009,106,80,699238,6597
NULL,2009,NULL,NULL,NULL,NULL
211500,2009,261,15,1352126,5181
2503400,2009,250,70,2364562,9458
182300,2009,NULL,NULL,NULL,NULL
178400,2009,351,71,2354334,6708
178500,2009,1563,74,12521995,8012
341800,2009,1192,60,9011895,7560
211600,2009,NULL,NULL,NULL,NULL
154500,2009,191,73,1034971,5419
223800,2009,1054,56,9540395,9052
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
666100,2009,0,0,0,NULL
354100,2009,3097,55,19904750,6427
211700,2009,691,69,4769592,6902
205800,2009,3094,20,11225462,3628
NULL,2009,NULL,NULL,NULL,NULL
735000,2009,910,41,5159998,5670
233200,2009,2667,32,14281080,5355
111300,2009,1615,11,9109441,5641
2234900,2009,0,0,0,NULL
NULL,2009,NULL,NULL,NULL,NULL
301002,2009,93,59,388209,4174
301000,2009,125,71,201944,1616
301004,2009,NULL,NULL,NULL,NULL
301003,2009,87,81,854201,9818
301005,2009,60,26,196500,3275
003010A1  ,2009,NULL,NULL,NULL,NULL
1289100,2009,391,91,3331311,8520
1289102,2009,378,100,2960506,7832
1289101,2009,345,97,2609199,7563
743000,2009,190,86,1185607,6240
3067000,2009,65,35,277555,4270
3156400,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
961200,2009,8,29,32421,4053
3513400,2009,70,54,82061,1172
751800,2009,1746,63,11802513,6760
2562300,2009,0,0,0,NULL
2159100,2009,2,9,7000,3500
754400,2009,87,31,436517,5017
-2,2009,NULL,NULL,NULL,NULL
3559300,2009,NULL,NULL,NULL,NULL
290600,2009,6067,42,32651709,5382
3068600,2009,148,88,1222874,8263
223900,2009,1379,74,9420413,6831
347700,2009,678,82,5828929,8597
163200,2009,NULL,NULL,NULL,NULL
134600,2009,2502,35,11747066,4695
323500,2009,1766,80,14951469,8466
2179902,2009,145,76,1561719,10770
2179900,2009,1285,88,10267726,7990
2179919,2009,34,65,379596,11165
021799A2  ,2009,39,74,410950,10537
2179905,2009,34,72,368647,10843
2179932,2009,111,80,1173310,10570
2179928,2009,73,75,778508,10664
2179914,2009,38,86,436710,11492
2179916,2009,77,57,733053,9520
2179907,2009,59,79,625851,10608
NULL,2009,NULL,NULL,NULL,NULL
2179935,2009,12,63,80019,6668
2179929,2009,42,76,418483,9964
2179908,2009,30,79,297859,9929
2179918,2009,31,67,283657,9150
2179921,2009,93,78,989151,10636
2179913,2009,35,76,367284,10494
2179909,2009,47,85,501984,10681
3125400,2009,844,85,9601104,11376
1647100,2009,991,94,11307693,11410
723600,2009,1827,83,14826559,8115
723603,2009,1447,80,12177795,8416
007236A3  ,2009,317,87,2806395,8853
2327600,2009,1668,82,15498162,9291
723602,2009,1261,82,11316301,8974
3125401,2009,231,86,1958164,8477
2179901,2009,1115,82,9711219,8710
2179903,2009,38,76,346305,9113
972300,2009,212,89,1642516,7748
886400,2009,42,37,274322,6531
1180200,2009,57,42,309076,5422
1084700,2009,544,90,6194752,11387
001083A1  ,2009,NULL,NULL,NULL,NULL
711300,2009,242,64,1628516,6729
NULL,2009,NULL,NULL,NULL,NULL
3115000,2009,439,69,2569275,5853
NULL,2009,NULL,NULL,NULL,NULL
4120900,2009,104,68,746103,7174
3695500,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
001081A1  ,2009,NULL,NULL,NULL,NULL
108102,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
108100,2009,20260,38,130220756,6427
108101,2009,NULL,NULL,NULL,NULL
4131400,2009,NULL,NULL,NULL,NULL
107100,2009,628,9,2060770,3281
108700,2009,530,85,4162478,7854
3997300,2009,26,23,152865,5879
3005100,2009,59,100,277362,4701
3023400,2009,165,86,1136790,6890
1286000,2009,270,15,1589630,5888
2348200,2009,0,0,0,NULL
109100,2009,930,21,3664045,3940
109000,2009,5642,58,43194283,7656
109003,2009,409,30,828273,2025
109002,2009,440,26,1953633,4440
001090A1  ,2009,NULL,NULL,NULL,NULL
108900,2009,3275,47,20130835,6147
2081400,2009,91,65,478481,5258
2521200,2009,275,96,2062500,7500
3159300,2009,139,95,906280,6520
154600,2009,2877,46,17407727,6051
2257400,2009,35,33,141214,4035
643500,2009,50,83,347200,6944
NULL,2009,NULL,NULL,NULL,NULL
301100,2009,106,67,871228,8219
111600,2009,1015,69,7065430,6961
2363500,2009,47,64,61888,1317
2538500,2009,81,66,215663,2663
2538502,2009,75,68,162222,2163
2525900,2009,115,45,457345,3977
NULL,2009,NULL,NULL,NULL,NULL
3816300,2009,239,56,1985765,8309
3095500,2009,2988,83,20602337,6895
195300,2009,NULL,NULL,NULL,NULL
195200,2009,961,67,5610860,5839
4057300,2009,176,50,825199,4689
403300,2009,1147,16,2022871,1764
188100,2009,19676,83,127406012,6475
199000,2009,865,22,3998853,4623
3117000,2009,8,8,6571,821
301200,2009,1426,54,9054817,6350
2187900,2009,83,47,643751,7756
NULL,2009,NULL,NULL,NULL,NULL
2595600,2009,0,0,0,NULL
3012300,2009,82,38,184491,2250
1115000,2009,70,4,149639,2138
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,1,1,6500,6500
NULL,2009,NULL,NULL,NULL,NULL
1212000,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
2506000,2009,0,0,0,NULL
902200,2009,529,72,1320741,2497
2553500,2009,76,70,266000,3500
211800,2009,1655,69,15220778,9197
-2,2009,0,0,0,NULL
3906300,2009,261,71,1465043,5613
4038300,2009,238,74,2300000,9664
NULL,2009,NULL,NULL,NULL,NULL
3544300,2009,0,0,0,NULL
NULL,2009,NULL,NULL,NULL,NULL
100800,2009,1723,53,14962978,8684
560000,2009,0,0,0,NULL
3740400,2009,70,25,425896,6084
NULL,2009,NULL,NULL,NULL,NULL
3104500,2009,158,74,577028,3652
1216500,2009,740,33,3376780,4563
2580200,2009,105,25,962285,9165
854300,2009,0,0,0,NULL
3173300,2009,NULL,NULL,NULL,NULL
2234600,2009,100,64,667787,6678
259600,2009,966,14,4073871,4217
3429600,2009,10,83,100000,10000
1226300,2009,0,0,0,NULL
2505400,2009,361,33,1024035,2837
NULL,2009,NULL,NULL,NULL,NULL
3468500,2009,357,82,2346987,6574
3051400,2009,0,0,0,NULL
100900,2009,8577,43,45107851,5259
831000,2009,2193,49,15912242,7256
233400,2009,2190,72,18006827,8222
4021300,2009,53,69,211723,3995
559900,2009,0,0,0,NULL
NULL,2009,NULL,NULL,NULL,NULL
163300,2009,1586,62,10217865,6443
345800,2009,1192,69,9947491,8345
3727600,2009,38,55,306003,8053
NULL,2009,0,0,0,NULL
648700,2009,203,82,1680600,8279
163400,2009,1328,60,8738953,6581
354300,2009,729,58,4781553,6559
1201500,2009,6000,17,27811253,4635
2362800,2009,10,45,29625,2963
NULL,2009,NULL,NULL,NULL,NULL
347800,2009,4885,57,33598887,6878
354400,2009,NULL,NULL,NULL,NULL
737200,2009,207,71,630059,3044
2297702,2009,38,15,47734,1256
2297700,2009,122,25,322966,2647
2297701,2009,72,24,133541,1855
3075500,2009,105,32,246302,2346
1162100,2009,296,75,2063918,6973
1162101,2009,420,85,2414563,5749
834300,2009,0,0,0,NULL
NULL,2009,NULL,NULL,NULL,NULL
2258600,2009,147,62,1064754,7243
NULL,2009,NULL,NULL,NULL,NULL
1085800,2009,482,88,1468391,3046
NULL,2009,NULL,NULL,NULL,NULL
2519800,2009,68,61,197429,2903
NULL,2009,NULL,NULL,NULL,NULL
3691400,2009,NULL,NULL,NULL,NULL
3941300,2009,262,49,2386646,9109
3837300,2009,79,36,520525,6589
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
2258400,2009,75,68,675000,9000
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,144,46,788298,5474
NULL,2009,8,5,28675,3584
NULL,2009,150,37,922735,6152
2600900,2009,75,60,675000,9000
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
2117800,2009,78,76,698250,8952
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
2123200,2009,373,72,3547375,9510
NULL,2009,NULL,NULL,NULL,NULL
3839300,2009,180,82,931200,5173
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
4072300,2009,45,30,213517,4745
NULL,2009,127,42,932697,7344
4119400,2009,185,53,1341102,7249
4134800,2009,69,43,505106,7320
NULL,2009,NULL,NULL,NULL,NULL
987300,2009,39,78,221514,5680
NULL,2009,NULL,NULL,NULL,NULL
492900,2009,3,14,14000,4667
598700,2009,NULL,NULL,NULL,NULL
370200,2009,553,70,6023420,10892
003702A1  ,2009,437,32,4435725,10150
4038400,2009,32,94,177082,5534
NULL,2009,NULL,NULL,NULL,NULL
3523300,2009,442,93,4554877,10305
3126300,2009,232,100,2733162,11781
3573300,2009,300,93,330000,1100
2596412,2009,53,35,25000,472
3176300,2009,180,100,1589838,8832
3616300,2009,131,64,1148608,8768
NULL,2009,NULL,NULL,NULL,NULL
3883400,2009,176,94,1684410,9571
NULL,2009,NULL,NULL,NULL,NULL
3110700,2009,340,93,3805808,11194
3986300,2009,2,9,34420,17210
244900,2009,994,82,7659623,7706
3160300,2009,125,8,699575,5597
826300,2009,308,70,830442,2696
462100,2009,598,98,4494550,7516
111700,2009,2945,61,23250608,7895
NULL,2009,NULL,NULL,NULL,NULL
1235900,2009,0,0,0,NULL
212100,2009,729,39,4112926,5642
314700,2009,760,79,4829763,6355
1107400,2009,1329,43,5930519,4462
NULL,2009,NULL,NULL,NULL,NULL
2622900,2009,0,0,0,NULL
4081300,2009,0,0,0,NULL
467300,2009,4116,71,28734807,6981
467313,2009,2942,59,21467965,7297
467317,2009,1756,69,11253556,6409
467305,2009,2326,61,15514098,6670
467301,2009,1069,55,7247103,6779
467302,2009,3722,66,23961715,6438
467309,2009,1298,72,8705034,6706
467303,2009,3537,68,22573470,6382
467304,2009,2043,70,13471080,6594
467306,2009,1137,66,7255203,6381
190300,2009,1609,58,14623511,9089
111800,2009,674,3,3638172,5398
NULL,2009,NULL,NULL,NULL,NULL
1226801,2009,0,0,0,NULL
1226800,2009,0,0,0,NULL
3067400,2009,0,0,0,NULL
301400,2009,2780,76,18735000,6739
178600,2009,9127,54,58751534,6437
206100,2009,0,0,0,NULL
3296300,2009,740,88,3456000,4670
NULL,2009,NULL,NULL,NULL,NULL
2494700,2009,113,94,621500,5500
2337400,2009,43,44,267224,6215
266900,2009,NULL,NULL,NULL,NULL
1320800,2009,337,69,1975063,5861
3105200,2009,597,71,4177335,6997
NULL,2009,199,43,452735,2275
3440300,2009,699,75,5706494,8164
2331200,2009,1,1,4600,4600
3116900,2009,NULL,NULL,NULL,NULL
3733300,2009,25,14,117461,4698
3010700,2009,60,64,272881,4548
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
191700,2009,98,72,549857,5611
267100,2009,827,44,4159440,5030
964500,2009,221,51,1184407,5359
270800,2009,729,31,3231603,4433
638900,2009,301,57,2323427,7719
NULL,2009,NULL,NULL,NULL,NULL
2518900,2009,8,7,21201,2650
146600,2009,2071,41,21122826,10199
111900,2009,0,0,0,NULL
290800,2009,831,72,7062001,8498
460800,2009,517,11,3043489,5887
2242500,2009,178,81,2005342,11266
203600,2009,554,31,2936415,5300
530600,2009,304,5,1322270,4350
3730300,2009,0,0,0,NULL
2335701,2009,66,85,476500,7220
2335702,2009,25,47,152100,6084
2197500,2009,31,36,183000,5903
1157400,2009,1483,73,15324777,10334
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
224000,2009,540,22,2292575,4246
3066600,2009,0,0,0,NULL
212200,2009,1169,83,7458627,6380
396500,2009,665,83,5508547,8284
2338200,2009,118,35,1288077,10916
3758300,2009,0,0,0,NULL
494900,2009,NULL,NULL,NULL,NULL
354500,2009,5832,48,40489679,6943
2285700,2009,0,0,0,NULL
NULL,2009,NULL,NULL,NULL,NULL
3373300,2009,29,24,180000,6207
520400,2009,492,71,1458360,2964
2154400,2009,158,59,1202808,7613
NULL,2009,NULL,NULL,NULL,NULL
855800,2009,0,0,0,NULL
3999300,2009,112,100,749190,6689
NULL,2009,NULL,NULL,NULL,NULL
2504900,2009,48,41,271563,5658
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
2577700,2009,0,0,0,NULL
739100,2009,99,75,638553,6450
NULL,2009,NULL,NULL,NULL,NULL
2283800,2009,547,48,2799677,5118
NULL,2009,604,64,3546866,5872
2283801,2009,606,53,3213292,5302
2283804,2009,206,37,1090471,5294
2510300,2009,2,6,4148,2074
1191900,2009,46,63,242001,5261
212300,2009,1561,89,10265100,6576
2491100,2009,393,59,4260239,10840
-2,2009,NULL,NULL,NULL,NULL
3713300,2009,0,0,0,NULL
1267000,2009,583,93,4372828,7501
644800,2009,61,54,385029,6312
239700,2009,2157,100,20580733,9541
2536700,2009,0,0,0,NULL
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
195400,2009,1259,54,8944897,7105
NULL,2009,NULL,NULL,NULL,NULL
3804300,2009,61,30,323605,5305
376900,2009,1991,15,8623628,4331
974300,2009,3350,58,27524163,8216
663900,2009,122,47,1106201,9067
499900,2009,355,12,842483,2373
NULL,2009,NULL,NULL,NULL,NULL
1202600,2009,72,32,421541,5855
705000,2009,130,37,939164,7224
2343400,2009,259,47,1960917,7571
291000,2009,1265,85,11348510,8971
994100,2009,1024,57,5539029,5409
347900,2009,1984,48,23804889,11998
383500,2009,937,68,5637735,6017
233600,2009,2383,54,16965011,7119
1274300,2009,0,0,0,NULL
342000,2009,2659,92,30308376,11398
1025600,2009,986,50,6195905,6284
176700,2009,1730,53,13039296,7537
3018500,2009,226,54,1123633,4972
215100,2009,459,86,2524326,5500
3409600,2009,130,63,277482,2134
291100,2009,585,85,5611851,9593
368200,2009,374,61,1955897,5230
212400,2009,2203,50,22708525,10308
195500,2009,334,22,1549138,4638
473600,2009,1449,9,6369562,4396
NULL,2009,NULL,NULL,NULL,NULL
1183000,2009,122,48,483784,3965
2242700,2009,95,2,529520,5574
739400,2009,2790,73,18712305,6707
750200,2009,2716,79,16225432,5974
212600,2009,1925,47,13241717,6879
NULL,2009,NULL,NULL,NULL,NULL
2253900,2009,576,94,4455644,7735
216700,2009,871,38,2171920,2494
155400,2009,833,49,4440825,5331
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
1119200,2009,0,0,0,NULL
1192200,2009,0,0,0,NULL
794700,2009,105,4,516994,4924
NULL,2009,NULL,NULL,NULL,NULL
380800,2009,664,80,5372110,8091
190400,2009,435,74,3054405,7022
NULL,2009,NULL,NULL,NULL,NULL
233700,2009,475,77,2839679,5978
163700,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
178700,2009,1280,69,9543218,7456
190500,2009,350,70,3163483,9039
905804,2009,NULL,NULL,NULL,NULL
905803,2009,NULL,NULL,NULL,NULL
348000,2009,658,68,3629498,5516
905800,2009,2175,64,14822024,6815
3266300,2009,10,5,48268,4827
146700,2009,2875,80,24269416,8442
3076300,2009,570,78,5962143,10460
573300,2009,0,0,0,NULL
3747300,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
2323000,2009,NULL,NULL,NULL,NULL
3101500,2009,0,0,0,NULL
377000,2009,352,19,1909332,5424
199600,2009,580,12,2351466,4054
112200,2009,2837,71,20808265,7335
101200,2009,583,41,4863650,8342
3668300,2009,43,42,362456,8429
3612300,2009,23,70,96699,4204
103000,2009,0,0,0,NULL
298800,2009,1944,51,11205118,5764
NULL,2009,NULL,NULL,NULL,NULL
4130800,2009,13,35,37267,2867
2541900,2009,130,94,455000,3500
163800,2009,637,10,1794114,2817
2137100,2009,63,39,467895,7427
345900,2009,2101,57,13614708,6480
2052200,2009,732,38,2503842,3421
163900,2009,469,74,2541222,5418
2510600,2009,0,0,0,NULL
539000,2009,1044,38,3375790,3234
NULL,2009,NULL,NULL,NULL,NULL
798700,2009,0,0,0,NULL
3027200,2009,119,96,429792,3612
4003300,2009,263,63,1529709,5816
NULL,2009,NULL,NULL,NULL,NULL
621401,2009,1,20,3456,3456
621402,2009,9,50,45500,5056
621403,2009,72,36,429237,5962
354900,2009,6117,39,15165400,2479
259700,2009,1514,75,13777747,9100
331500,2009,4757,59,30477905,6407
3783300,2009,202,66,874443,4329
3422601,2009,162,98,331428,2046
3422501,2009,69,63,652395,9455
3525300,2009,127,92,981710,7730
3294301,2009,44,40,418000,9500
3422600,2009,60,60,542220,9037
3294300,2009,163,95,1923179,11799
3422500,2009,104,96,1233491,11860
552300,2009,57,92,437830,7681
239800,2009,281,62,1862953,6630
318600,2009,401,16,2055132,5125
3957300,2009,696,28,3316945,4766
968400,2009,61,3,208858,3424
681900,2009,487,11,2299721,4722
3925300,2009,90,44,465950,5177
3704300,2009,18,22,111150,6175
370300,2009,714,97,5138754,7197
380900,2009,1681,90,7473478,4446
524400,2009,4712,39,28332647,6013
301600,2009,831,81,6015095,7238
002440A1  ,2009,NULL,NULL,NULL,NULL
342100,2009,742,20,8898369,11992
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
NULL,2009,NULL,NULL,NULL,NULL
2234500,2009,104,61,645370,6205
161600,2009,7785,44,48376759,6214
3763400,2009,85,35,588354,6922
1004300,2009,276,90,2112935,7656
NULL,2009,0,0,0,NULL
NULL,2009,NULL,NULL,NULL,NULL
1302900,2009,204,21,289000,1417
NULL,2009,12,57,68532,5711
NULL,2009,NULL,NULL,NULL,NULL
2055400,2009,1189,25,7870332,6619
396600,2009,485,54,4045051,8340
3248300,2009,79,65,694054,8785
212800,2009,3684,38,18600659,5049
3194300,2009,NULL,NULL,NULL,NULL
213000,2009,6114,33,19748243,3230
203800,2009,263,15,1417695,5390
206200,2009,2606,60,16950134,6504
301801,2009,1154,51,7438073,6445
